replicate,status,input_rms_shift,initial_p_c,initial_nu,p_c,nu,loss,converged,evaluations,boundary_hit
238,ok,0.001183362545283666,0.1,1.25,0.09762714639361456,1.2895306525607286,40.57225240047613,true,72,false
239,ok,0.0013504557986833714,0.1,1.25,0.0978149137380398,1.3016444405769358,30.865747423331367,true,72,false
240,ok,0.0011837912520352078,0.1,1.25,0.09775250469465813,1.2914786584242006,36.71281125070883,true,75,false
241,ok,0.0012696743044994514,0.1,1.25,0.09740545873146325,1.3148989397951287,42.2971774109928,true,66,false
242,ok,0.0013449021259537908,0.1,1.25,0.0975772758834471,1.2972242592243168,42.33963637996211,true,71,false
243,ok,0.0012202468885991072,0.1,1.25,0.09797349888026144,1.2843420923089877,37.49212383240232,true,75,false
244,ok,0.0011117264962521728,0.1,1.25,0.09773509734308695,1.2810258418034315,29.69506178909112,true,72,false
245,ok,0.001029405317958853,0.1,1.25,0.0975285696029269,1.2970126207614359,36.525344902724996,true,73,false
246,ok,0.00107958554004377,0.1,1.25,0.09732097430593287,1.2965141174808221,33.453954785067104,true,72,false
247,ok,0.001113013926238117,0.1,1.25,0.09741057130316665,1.2880796920719875,41.7754116098516,true,75,false
248,ok,0.0013565388055135812,0.1,1.25,0.09757476020096632,1.309587185696819,43.17572356502503,true,69,false
249,ok,0.0012630684760964444,0.1,1.25,0.09743109390489266,1.2984676307016565,37.29978500067657,true,71,false
250,ok,0.0010288930885443293,0.1,1.25,0.09766857659479153,1.2979586862717385,36.38286716651873,true,73,false
251,ok,0.0013188224264822853,0.1,1.25,0.09765049278782856,1.2924022343539396,39.165624958536846,true,70,false
252,ok,0.0013254768533961221,0.1,1.25,0.09778321241766363,1.2840369363951853,44.85429242281711,true,71,false
253,ok,0.0014083012268967998,0.1,1.25,0.09762361088205793,1.2784629275943886,36.679124619249784,true,71,false
