stage,channel,distance,p,shots,root_seed,n00,n10,n01,n11,construction,boundary_orientation,clock,logical_x_failures,logical_x_rate,logical_x_standard_error,logical_x_wilson_low,logical_x_wilson_high,logical_z_failures,logical_z_rate,logical_z_standard_error,logical_z_wilson_low,logical_z_wilson_high,any_logical_failures
pilot,hadamard,9,0.0,2000,20260923,2000,0,0,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0
pilot,hadamard,9,0.005,2000,20260923,1719,0,281,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,281,0.1405,0.007770448828735699,0.12595838346176766,0.1564199735334532,281
pilot,hadamard,9,0.01,2000,20260923,1579,0,421,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,421,0.2105,0.009115639034099584,0.19319716849694898,0.22891280187889637,421
pilot,hadamard,9,0.015,2000,20260923,1482,1,515,2,bp,x_ns,gate_layer,3,0.0015,0.0008653756409791069,0.0005102635836384819,0.004401032555770693,517,0.2585,0.00978973314243039,0.2397882531557159,0.27813768068112926,518
pilot,hadamard,9,0.02,2000,20260923,1366,5,628,1,bp,x_ns,gate_layer,6,0.003,0.0012229063741758812,0.0013756299236301083,0.006529915073935308,629,0.3145,0.010382431073693675,0.29452282583618306,0.3351883987051617,634
pilot,hadamard,9,0.025,10000,20260923,6609,44,3327,20,bp,x_ns,gate_layer,64,0.0064,0.0007974358908401352,0.005015442801028862,0.008163640390503074,3347,0.3347,0.004718854839894951,0.32551624747073904,0.3440107023906065,3391
pilot,hadamard,9,0.03,10000,20260923,6506,61,3404,29,bp,x_ns,gate_layer,90,0.009,0.0009444045743218317,0.007328320093401381,0.011048766306603034,3433,0.3433,0.004748106043466174,0.33405564807257254,0.3526646970167974,3494
pilot,hadamard,9,0.035,10000,20260923,6229,103,3595,73,bp,x_ns,gate_layer,176,0.0176,0.0013149235719234788,0.015201882893054925,0.020368598734973858,3668,0.3668,0.0048193128140845976,0.357407144263061,0.3762951529028871,3771
pilot,hadamard,9,0.04,10000,20260923,6067,159,3670,104,bp,x_ns,gate_layer,263,0.0263,0.0016002596664291707,0.023340779696836927,0.029623020359542077,3774,0.3774,0.004847362581858304,0.36794812974917646,0.3869460266513134,3933
pilot,hadamard,9,0.045,10000,20260923,5947,251,3664,138,bp,x_ns,gate_layer,389,0.0389,0.0019335663939984062,0.03528393401149463,0.042870189285943314,3802,0.3802,0.004854358454008109,0.37073335095767973,0.38975865505193424,4053
pilot,hadamard,9,0.05,10000,20260923,5679,326,3786,209,bp,x_ns,gate_layer,535,0.0535,0.0022502833154960733,0.04925849590206199,0.0580844146429522,3995,0.3995,0.004897956206419163,0.3899405398226646,0.40913664384984133,4321
pilot,hadamard,9,0.055,10000,20260923,5536,357,3841,266,bp,x_ns,gate_layer,623,0.0623,0.002416996276372804,0.05772877877310782,0.06720737340058246,4107,0.4107,0.004919608825912889,0.4010938254340767,0.4203747566749261,4464
pilot,hadamard,9,0.06,10000,20260923,5392,507,3774,327,bp,x_ns,gate_layer,834,0.0834,0.0027648587667365577,0.07813962945182852,0.08898031799061921,4101,0.4101,0.004918515934710387,0.40049619661317365,0.41977284629387396,4608
pilot,hadamard,9,0.065,10000,20260923,5173,599,3812,416,bp,x_ns,gate_layer,1015,0.1015,0.00301989652140599,0.09573329332686764,0.10757275337456162,4228,0.4228,0.004940042105083721,0.4131491538485212,0.4325101354999112,4827
pilot,hadamard,9,0.07,10000,20260923,4927,742,3797,534,bp,x_ns,gate_layer,1276,0.1276,0.0033364388200594957,0.12120339304851928,0.13428260893796065,4331,0.4331,0.004955041775807748,0.4234158169031981,0.4428355620787984,5073
pilot,hadamard,9,0.075,2000,20260923,968,153,742,137,bp,x_ns,gate_layer,290,0.145,0.007873214083206426,0.1302491199839655,0.16111198358572404,879,0.4395,0.011098192420389907,0.41788447428718983,0.4613474884338417,1032
pilot,hadamard,9,0.08,2000,20260923,933,181,751,135,bp,x_ns,gate_layer,316,0.158,0.008155856791288085,0.14267232159440146,0.17463893874597552,886,0.443,0.011107452453195556,0.4213596676986415,0.46485887569142126,1067
pilot,hadamard,9,0.085,2000,20260923,896,205,737,162,bp,x_ns,gate_layer,367,0.1835,0.00865528018032923,0.16714811872611415,0.2010653722029189,899,0.4495,0.011123168388548292,0.42781649310232195,0.47137712867308457,1104
pilot,hadamard,9,0.09,2000,20260923,868,226,739,167,bp,x_ns,gate_layer,393,0.1965,0.008885036578427801,0.17967444607855565,0.21448920162116486,906,0.453,0.011130835548151809,0.4312947994096908,0.47488540303474697,1132
pilot,hadamard,9,0.095,2000,20260923,881,222,712,185,bp,x_ns,gate_layer,407,0.2035,0.00900243717001124,0.18643171083331078,0.22170509820447215,897,0.4485,0.01112087563998447,0.42682289089328446,0.47037456497668456,1119
pilot,hadamard,9,0.1,2000,20260923,816,277,658,249,bp,x_ns,gate_layer,526,0.263,0.009844567029585404,0.2441724933907117,0.28273618702060216,907,0.4535,0.011131885509651992,0.4317917889314336,0.4753864964657229,1184
pilot,hadamard,11,0.0,2000,20260923,2000,0,0,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0
pilot,hadamard,11,0.005,2000,20260923,1616,0,384,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,384,0.192,0.008807269724494646,0.17533496798776405,0.20984593313748773,384
pilot,hadamard,11,0.01,2000,20260923,1359,0,641,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,641,0.3205,0.010435031145137996,0.30040854076729867,0.34127967920667107,641
pilot,hadamard,11,0.015,2000,20260923,1373,1,626,0,bp,x_ns,gate_layer,1,0.0005,0.0004998749843710925,8.826773070546787e-05,0.0028268625032662133,626,0.313,0.01036896812609625,0.2930520083961643,0.3336649672870242,627
pilot,hadamard,11,0.02,2000,20260923,1271,2,726,1,bp,x_ns,gate_layer,3,0.0015,0.0008653756409791069,0.0005102635836384819,0.004401032555770693,727,0.3635,0.010755643867291257,0.3426995927518158,0.3848237611559662,729
pilot,hadamard,11,0.025,10000,20260923,6272,23,3695,10,bp,x_ns,gate_layer,33,0.0033,0.0005735076285456019,0.002350823409618217,0.004630640571811913,3705,0.3705,0.004829386607013359,0.3610859908502289,0.38001346472777625,3728
pilot,hadamard,11,0.03,10000,20260923,6129,59,3788,24,bp,x_ns,gate_layer,83,0.0083,0.000907254650029417,0.006700968940935741,0.010276655056787622,3812,0.3812,0.0048568154175344155,0.3717281542285527,0.39076308378431995,3871
pilot,hadamard,11,0.035,10000,20260923,5919,89,3933,59,bp,x_ns,gate_layer,148,0.0148,0.0012075164595151489,0.01261275780745284,0.01735987421145173,3992,0.3992,0.004897339685992794,0.38964186267427037,0.4088355513972579,4081
pilot,hadamard,11,0.04,10000,20260923,5712,117,4068,103,bp,x_ns,gate_layer,220,0.022,0.0014668333238647122,0.019303308176876983,0.02506379426548984,4171,0.4171,0.004930796994401615,0.40746945219548947,0.4267942147343686,4288
pilot,hadamard,11,0.045,10000,20260923,5568,187,4095,150,bp,x_ns,gate_layer,337,0.0337,0.0018045583947326283,0.03033833762278134,0.03741977925771164,4245,0.4245,0.004942668813505514,0.41484335578607123,0.4342146279679008,4432
pilot,hadamard,11,0.05,10000,20260923,5475,296,4030,199,bp,x_ns,gate_layer,495,0.0495,0.0021690954335851615,0.04541893986540119,0.05392704266657841,4229,0.4229,0.004940198275373166,0.4132488095382629,0.4326104030104953,4525
pilot,hadamard,11,0.055,10000,20260923,5293,410,3993,304,bp,x_ns,gate_layer,714,0.0714,0.0025749182511295384,0.06651612030545831,0.07661304309788566,4297,0.4297,0.004950332413080964,0.42002634732893984,0.4394276428419772,4707
pilot,hadamard,11,0.06,10000,20260923,5086,477,4064,373,bp,x_ns,gate_layer,850,0.085,0.002788816953476868,0.07969210510681618,0.09062661354084539,4437,0.4437,0.004968201988647402,0.43398596790973887,0.45345727030679917,4914
pilot,hadamard,11,0.065,10000,20260923,4873,648,4011,468,bp,x_ns,gate_layer,1116,0.1116,0.003148736889611452,0.10557711680446394,0.11792117312987765,4479,0.4479,0.0049727818170517,0.43817538400819617,0.4576646286220282,5127
pilot,hadamard,11,0.07,10000,20260923,4714,723,3944,619,bp,x_ns,gate_layer,1342,0.1342,0.0034086707086487546,0.1276594008360816,0.14102153237190543,4563,0.4563,0.004980866490882887,0.44655632190692385,0.46607723955067315,5286
pilot,hadamard,11,0.075,2000,20260923,894,148,806,152,bp,x_ns,gate_layer,300,0.15,0.007984359711335657,0.1350225249497082,0.1663194081471688,958,0.479,0.011170474475151,0.4571674890056885,0.500913026980124,1106
pilot,hadamard,11,0.08,2000,20260923,860,204,753,183,bp,x_ns,gate_layer,387,0.1935,0.008833395440033238,0.17678106379716146,0.21139408618624655,936,0.468,0.011157419056394719,0.4462140910591975,0.4899085999668026,1140
pilot,hadamard,11,0.085,2000,20260923,843,211,756,190,bp,x_ns,gate_layer,401,0.2005,0.008952646256833787,0.18353471853619274,0.21861359278527775,946,0.473,0.011164027051203344,0.4511915916594162,0.4949119288937713,1157
pilot,hadamard,11,0.09,2000,20260923,827,261,677,235,bp,x_ns,gate_layer,496,0.248,0.009656500401284102,0.22956868258991328,0.2673975092398382,912,0.456,0.011136965475388708,0.43427706845902697,0.47789163170172316,1173
pilot,hadamard,11,0.095,2000,20260923,803,261,665,271,bp,x_ns,gate_layer,532,0.266,0.009880384607898621,0.2470967619787775,0.2858004161488489,936,0.468,0.011157419056394719,0.4462140910591975,0.4899085999668026,1197
pilot,hadamard,11,0.1,2000,20260923,748,285,689,278,bp,x_ns,gate_layer,563,0.2815,0.010056285347980138,0.2622233645335828,0.30161438512832456,967,0.4835,0.011174250534152167,0.4616514826351063,0.5054117799251748,1252
pilot,hadamard,13,0.0,2000,20260923,2000,0,0,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0
pilot,hadamard,13,0.005,2000,20260923,1524,0,476,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,476,0.238,0.00952249967182987,0.219849644634618,0.25715488814075843,476
pilot,hadamard,13,0.01,2000,20260923,1321,0,679,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,679,0.3395,0.010588667291023928,0.31907189881601794,0.36054347336126424,679
pilot,hadamard,13,0.015,2000,20260923,1261,0,738,1,bp,x_ns,gate_layer,1,0.0005,0.0004998749843710925,8.826773070546787e-05,0.0028268625032662133,739,0.3695,0.010792815897623754,0.34861544937704464,0.39088489996336223,739
pilot,hadamard,13,0.02,2000,20260923,1248,2,749,1,bp,x_ns,gate_layer,3,0.0015,0.0008653756409791069,0.0005102635836384819,0.004401032555770693,750,0.375,0.010825317547305483,0.3540413909002699,0.3964378709200432,752
pilot,hadamard,13,0.025,10000,20260923,6034,11,3951,4,bp,x_ns,gate_layer,15,0.0015,0.0003870077518603471,0.0009092618255931228,0.002473584549971443,3955,0.3955,0.004889578202667384,0.38595848680616945,0.4051217688533019,3966
pilot,hadamard,13,0.03,10000,20260923,5789,42,4139,30,bp,x_ns,gate_layer,72,0.0072,0.0008454679177828097,0.005721693857721179,0.009056774936417673,4169,0.4169,0.00493046032333696,0.4072701884746939,0.4265936320545125,4211
pilot,hadamard,13,0.035,10000,20260923,5589,81,4294,36,bp,x_ns,gate_layer,117,0.0117,0.0010753190224300879,0.00977199841537232,0.014003014393430442,4330,0.433,0.004954906659060289,0.4233161199735428,0.44273533580812774,4411
pilot,hadamard,13,0.04,10000,20260923,5612,106,4207,75,bp,x_ns,gate_layer,181,0.0181,0.0013331312763565336,0.015666115469572122,0.020903982160085984,4282,0.4282,0.004948179059007465,0.41853114137547165,0.4379240007905575,4388
pilot,hadamard,13,0.045,10000,20260923,5409,170,4282,139,bp,x_ns,gate_layer,309,0.0309,0.0017304678558124102,0.027684349146600024,0.03447591812476875,4421,0.4421,0.004966362753565229,0.4323901850563333,0.4518542819549909,4591
pilot,hadamard,13,0.05,10000,20260923,5265,260,4214,261,bp,x_ns,gate_layer,521,0.0521,0.0022222868851703194,0.04791383183117402,0.05663015390927806,4475,0.4475,0.004972361109171377,0.4377763617031815,0.45726395812573944,4735
pilot,hadamard,13,0.055,10000,20260923,5076,384,4210,330,bp,x_ns,gate_layer,714,0.0714,0.0025749182511295384,0.06651612030545831,0.07661304309788566,4540,0.454,0.004978795034945705,0.4442612627375719,0.46377406511253033,4924
pilot,hadamard,13,0.06,10000,20260923,4865,498,4251,386,bp,x_ns,gate_layer,884,0.0884,0.002838757474670917,0.08299301476799524,0.09412309269074574,4637,0.4637,0.004986805691021057,0.45394184641945035,0.4734860318622607,5135
pilot,hadamard,13,0.065,10000,20260923,4774,614,4101,511,bp,x_ns,gate_layer,1125,0.1125,0.0031598061649411343,0.10645509461507102,0.11884250412220335,4612,0.4612,0.004984922868009093,0.45144649455126906,0.47098330372229535,5226
pilot,hadamard,13,0.07,10000,20260923,4538,750,4042,670,bp,x_ns,gate_layer,1420,0.142,0.003490501396647765,0.1352961466999413,0.14897879613346313,4712,0.4712,0.004991698708856535,0.4614293818242406,0.48099273648191027,5462
pilot,hadamard,13,0.075,2000,20260923,895,180,781,144,bp,x_ns,gate_layer,324,0.162,0.008238810593768981,0.14650266776130155,0.17879325620082537,925,0.4625,0.011148850837642416,0.4407413798735494,0.4844023986725445,1105
pilot,hadamard,13,0.08,2000,20260923,830,209,759,202,bp,x_ns,gate_layer,411,0.2055,0.009035201989994468,0.18836387636696572,0.22376526448169215,961,0.4805,0.011171834003421283,0.45866195647115976,0.502412808372809,1170
pilot,hadamard,13,0.085,2000,20260923,786,223,766,225,bp,x_ns,gate_layer,448,0.224,0.009322660564452618,0.20626688232702026,0.2427913277722313,991,0.4955,0.011179887074563856,0.4736174624101077,0.5173997910154234,1214
pilot,hadamard,13,0.09,2000,20260923,809,261,712,218,bp,x_ns,gate_layer,479,0.2395,0.00954305375652888,0.22130661403712606,0.2586921675964067,930,0.465,0.011152914417317117,0.44322864571722487,0.48690554759246274,1191
pilot,hadamard,13,0.095,2000,20260923,731,258,735,276,bp,x_ns,gate_layer,534,0.267,0.009892193892155572,0.2480717718528757,0.28682157218018817,1011,0.5055,0.011179663456473097,0.48359872896094624,0.5273801835189598,1269
pilot,hadamard,13,0.1,2000,20260923,708,336,677,279,bp,x_ns,gate_layer,615,0.3075,0.01031852096959637,0.2876611266800439,0.3280769365232384,956,0.478,0.0111695120752878,0.4561712868971988,0.49991306318317613,1292
pilot,hadamard,15,0.0,2000,20260923,2000,0,0,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0
pilot,hadamard,15,0.005,2000,20260923,1413,0,587,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,587,0.2935,0.010182282406219148,0.2739541721375461,0.31383756838961124,587
pilot,hadamard,15,0.01,2000,20260923,1272,0,728,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,728,0.364,0.010758810343155975,0.34319244636301494,0.3853289904974857,728
pilot,hadamard,15,0.015,2000,20260923,1253,0,746,1,bp,x_ns,gate_layer,1,0.0005,0.0004998749843710925,8.826773070546787e-05,0.0028268625032662133,747,0.3735,0.010816601823123564,0.35256129877589387,0.394923714186263,747
pilot,hadamard,15,0.02,2000,20260923,1182,1,817,0,bp,x_ns,gate_layer,1,0.0005,0.0004998749843710925,8.826773070546787e-05,0.0028268625032662133,817,0.4085,0.010991536516793273,0.3871523387205605,0.43019848093190866,818
pilot,hadamard,15,0.025,10000,20260923,5690,8,4296,6,bp,x_ns,gate_layer,14,0.0014,0.0003739037309254884,0.000834162028874972,0.002348761146363729,4302,0.4302,0.004951039890770423,0.4205247695029098,0.4399288366696366,4310
pilot,hadamard,15,0.03,10000,20260923,5637,17,4334,12,bp,x_ns,gate_layer,29,0.0029,0.0005377350648786073,0.0020199966335610452,0.004161774546565626,4346,0.4346,0.004957043877150978,0.4249113191325563,0.44433890785432806,4363
pilot,hadamard,15,0.035,10000,20260923,5532,49,4384,35,bp,x_ns,gate_layer,84,0.0084,0.0009126576576131929,0.006790405766700767,0.01038714143134846,4419,0.4419,0.004966129176733123,0.4321907193933202,0.4516539012173524,4468
pilot,hadamard,15,0.04,10000,20260923,5356,83,4482,79,bp,x_ns,gate_layer,162,0.0162,0.0012624404936471263,0.01390494978185447,0.0188666070416122,4561,0.4561,0.004980690614764182,0.44635674321841134,0.46587697183853394,4644
pilot,hadamard,15,0.045,10000,20260923,5300,179,4401,120,bp,x_ns,gate_layer,299,0.0299,0.0017031144999676328,0.02673823704797818,0.03342279822013196,4521,0.4521,0.004977003013862861,0.44236550260238006,0.4618712844415307,4700
pilot,hadamard,15,0.05,10000,20260923,5179,254,4337,230,bp,x_ns,gate_layer,484,0.0484,0.002146099718093267,0.044364369328904134,0.052782457999490946,4567,0.4567,0.004981215815441045,0.44695548403935137,0.46647777021954906,4821
pilot,hadamard,15,0.055,10000,20260923,4868,361,4434,337,bp,x_ns,gate_layer,698,0.0698,0.0025480965444817827,0.06496924567872446,0.07496114651940568,4771,0.4771,0.004994753147053416,0.4673211330960434,0.48689645402933357,5132
pilot,hadamard,15,0.06,10000,20260923,4770,531,4230,469,bp,x_ns,gate_layer,1000,0.1,0.003,0.09427283017063046,0.10603436852591083,4699,0.4699,0.0049909316765509824,0.46013138351096544,0.4796917331909491,5230
pilot,hadamard,15,0.065,10000,20260923,4679,630,4135,556,bp,x_ns,gate_layer,1186,0.1186,0.0032331724358592444,0.11240907970664284,0.12508383425050928,4691,0.4691,0.004990442765927689,0.45933264840429344,0.47889108269501435,5321
pilot,hadamard,15,0.07,10000,20260923,4333,779,4146,742,bp,x_ns,gate_layer,1521,0.1521,0.0035911779404535224,0.14519509720437124,0.15927208886194555,4888,0.4888,0.004998745442608575,0.47900882006816453,0.4985997814953385,5667
pilot,hadamard,15,0.075,2000,20260923,840,186,798,176,bp,x_ns,gate_layer,362,0.181,0.008609268261588785,0.1647427755094818,0.1984803006559575,974,0.487,0.011176560293757645,0.46514025893940397,0.5089095842899085,1160
pilot,hadamard,15,0.08,2000,20260923,800,231,752,217,bp,x_ns,gate_layer,448,0.224,0.009322660564452618,0.20626688232702026,0.2427913277722313,969,0.4845,0.011174966442902638,0.4626481664667723,0.5064112619989464,1200
pilot,hadamard,15,0.085,2000,20260923,794,249,711,246,bp,x_ns,gate_layer,495,0.2475,0.009649967616525975,0.2290824041590487,0.26688570471798395,957,0.4785,0.011169998880931009,0.4566693769960879,0.5004130560370058,1206
pilot,hadamard,15,0.09,2000,20260923,713,308,719,260,bp,x_ns,gate_layer,568,0.284,0.010083253443209686,0.26466587909352945,0.30416228533197165,979,0.4895,0.011177874350698346,0.4676328982207936,0.5114073597721125,1287
pilot,hadamard,15,0.095,2000,20260923,725,315,651,309,bp,x_ns,gate_layer,624,0.312,0.01035992277963499,0.29207160026936785,0.33264920950838317,960,0.48,0.011171392035015153,0.4581637787459181,0.5019129031453318,1275
pilot,hadamard,15,0.1,2000,20260923,649,346,642,363,bp,x_ns,gate_layer,709,0.3545,0.010696488909918056,0.3338324449400018,0.3757254158188427,1005,0.5025,0.01118020013237688,0.48060343126068417,0.5243869835029094,1351
pilot,y_only,9,0.0,2000,20260923,2000,0,0,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0
pilot,y_only,9,0.005,2000,20260923,1542,1,457,0,bp,x_ns,gate_layer,1,0.0005,0.0004998749843710925,8.826773070546787e-05,0.0028268625032662133,457,0.2285,0.00938849695105665,0.21062964231576428,0.24741131435795602,458
pilot,y_only,9,0.01,2000,20260923,1359,2,636,3,bp,x_ns,gate_layer,5,0.0025,0.001116635571706365,0.0010683087284139143,0.005839153316432755,639,0.3195,0.010426402783318895,0.29942731808054834,0.3402647359879839,641
pilot,y_only,9,0.015,2000,20260923,1281,15,697,7,bp,x_ns,gate_layer,22,0.011,0.002332273568859365,0.007275425411318251,0.016599446829747115,704,0.352,0.010679325821417755,0.33137077687795946,0.3731966691172913,719
pilot,y_only,9,0.02,2000,20260923,1234,28,710,28,bp,x_ns,gate_layer,56,0.028,0.0036889022757454555,0.021625209947844046,0.03618448268565872,738,0.369,0.010789786837560785,0.34812232726921355,0.3903799391184746,766
pilot,y_only,9,0.025,2000,20260923,1105,67,774,54,bp,x_ns,gate_layer,121,0.0605,0.005331029450303197,0.05086998931063991,0.0718150952495814,828,0.414,0.01101371871803525,0.39259844495741614,0.43573128717495924,895
pilot,y_only,9,0.03,2000,20260923,1067,102,762,69,bp,x_ns,gate_layer,171,0.0855,0.006252589463574272,0.07402575867765614,0.09856347351850255,831,0.4155,0.011019522448817825,0.3940842273029462,0.43723975368758544,933
pilot,y_only,9,0.035,2000,20260923,1025,129,738,108,bp,x_ns,gate_layer,237,0.1185,0.007226954752867904,0.10506147973311827,0.1334012273424777,846,0.423,0.011046967909793166,0.4015162133222035,0.44477901195910935,975
pilot,y_only,9,0.04,2000,20260923,916,198,737,149,bp,x_ns,gate_layer,347,0.1735,0.008467518821945422,0.15753398905899782,0.19071784281566026,886,0.443,0.011107452453195556,0.4213596676986415,0.46485887569142126,1084
pilot,y_only,9,0.045,2000,20260923,881,235,683,201,bp,x_ns,gate_layer,436,0.218,0.009232442797006652,0.20045462357218746,0.23662659109443912,884,0.442,0.011104863799254811,0.4203666437667213,0.463855733717904,1119
pilot,y_only,9,0.05,2000,20260923,818,249,680,253,bp,x_ns,gate_layer,502,0.251,0.009695333929267212,0.2324870622616892,0.27046762728437473,933,0.4665,0.011155217389186104,0.44472126939809276,0.4884071727697511,1182
pilot,y_only,9,0.055,2000,20260923,771,275,658,296,bp,x_ns,gate_layer,571,0.2855,0.010099251209866997,0.2661317454119759,0.3056906678716815,954,0.477,0.011168504823833851,0.4551751724430595,0.49891301173187796,1229
pilot,y_only,9,0.06,2000,20260923,706,351,616,327,bp,x_ns,gate_layer,678,0.339,0.010584871279330704,0.3185802751821368,0.36003701404242666,943,0.4715,0.01116216264887768,0.44969811087818734,0.4934111608168439,1294
pilot,y_only,9,0.065,2000,20260923,694,394,571,341,bp,x_ns,gate_layer,735,0.3675,0.010780624981883008,0.3466431068552237,0.3888649106743082,912,0.456,0.011136965475388708,0.43427706845902697,0.47789163170172316,1306
pilot,y_only,9,0.07,2000,20260923,652,385,568,395,bp,x_ns,gate_layer,780,0.39,0.01090642012761291,0.36885414285349183,0.41156760754838373,963,0.4815,0.01117268432383194,0.45965837761892475,0.5034125531304815,1348
pilot,y_only,9,0.075,2000,20260923,584,439,557,420,bp,x_ns,gate_layer,859,0.4295,0.011068643774193837,0.40796139161315337,0.4513089120535032,977,0.4885,0.01117738229640554,0.4666357769044239,0.5104083151830447,1416
pilot,y_only,9,0.08,2000,20260923,608,418,519,455,bp,x_ns,gate_layer,873,0.4365,0.01108980951143887,0.41490660815973757,0.4583368568449815,974,0.487,0.011176560293757645,0.46514025893940397,0.5089095842899085,1392
pilot,y_only,9,0.085,2000,20260923,569,475,530,426,bp,x_ns,gate_layer,901,0.4505,0.011125415722569651,0.4288101840637623,0.4723796036170817,956,0.478,0.0111695120752878,0.4561712868971988,0.49991306318317613,1431
pilot,y_only,9,0.09,2000,20260923,553,479,532,436,bp,x_ns,gate_layer,915,0.4575,0.011139877692326787,0.4357685014943605,0.47939444752454585,968,0.484,0.011174614087296258,0.4621498136091259,0.5059115319038741,1447
pilot,y_only,9,0.095,2000,20260923,564,450,518,468,bp,x_ns,gate_layer,918,0.459,0.01114268818553225,0.4372601333273435,0.48089706454971914,986,0.493,0.01117924416049672,0.4711235114948243,0.5149033271671131,1436
pilot,y_only,9,0.1,2000,20260923,510,479,537,474,bp,x_ns,gate_layer,953,0.4765,0.01116798437498907,0.45467714809372733,0.4984129531284914,1011,0.5055,0.011179663456473097,0.48359872896094624,0.5273801835189598,1490
pilot,y_only,11,0.0,2000,20260923,2000,0,0,0,bp,x_ns,gate_layer,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0
pilot,y_only,11,0.005,2000,20260923,1409,0,590,1,bp,x_ns,gate_layer,1,0.0005,0.0004998749843710925,8.826773070546787e-05,0.0028268625032662133,591,0.2955,0.010202444560006196,0.2759109422022877,0.31587313013574464,591
